Model: 1, iterations: 500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 21.646984924623116, val_mae: 17.57857142857143
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 14.758793969849247, val_mae: 7.457142857142857
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 12.589195979899497, val_mae: 13.892857142857142
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 10.82286432160804, val_mae: 33.07857142857143
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 15.525125628140703, val_mae: 60.392857142857146
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 11.453517587939698, val_mae: 56.035714285714285
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 7.105527638190955, val_mae: 22.335714285714285
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.694723618090451, val_mae: 9.4
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.405778894472363, val_mae: 11.685714285714285
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 5.847989949748744, val_mae: 33.378571428571426
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.478643216080402, val_mae: 42.27142857142857
Model: 67, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 7.913316582914573, val_mae: 59.135714285714286
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 7.492462311557789, val_mae: 21.87142857142857
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 9.99748743718593, val_mae: 9.478571428571428
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 9.541457286432161, val_mae: 12.114285714285714
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 6.482412060301508, val_mae: 32.25714285714286
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 9.913316582914574, val_mae: 42.535714285714285
Model: 68, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 7.797738693467337, val_mae: 50.614285714285714
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 8.089195979899497, val_mae: 20.957142857142856
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 9.376884422110553, val_mae: 9.942857142857143
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 9.49497487437186, val_mae: 12.278571428571428
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 6.292713567839196, val_mae: 32.93571428571428
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 10.285175879396984, val_mae: 40.27857142857143
Model: 69, iterations: 2000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 7.586683417085427, val_mae: 50.82857142857143
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 6.050251256281407, val_mae: 21.271428571428572
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 8.165829145728644, val_mae: 10.378571428571428
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 7.726130653266332, val_mae: 16.87142857142857
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 5.336683417085427, val_mae: 34.371428571428574
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 9.805276381909549, val_mae: 36.80714285714286
Model: 70, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 5.635678391959799, val_mae: 58.83571428571429
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 6.258793969849246, val_mae: 25.09285714285714
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 8.477386934673367, val_mae: 11.621428571428572
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 7.331658291457287, val_mae: 12.657142857142857
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 5.763819095477387, val_mae: 34.457142857142856
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 9.591708542713567, val_mae: 40.32142857142857
Model: 71, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 5.9296482412060305, val_mae: 48.142857142857146
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 6.5376884422110555, val_mae: 20.5
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 8.059045226130653, val_mae: 10.892857142857142
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 9.383165829145728, val_mae: 13.32857142857143
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 6.0376884422110555, val_mae: 33.75714285714286
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 10.380653266331658, val_mae: 41.31428571428572
Model: 72, iterations: 2000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 5.825376884422111, val_mae: 59.72142857142857
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 10.35175879396985, val_mae: 21.52857142857143
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 10.069095477386934, val_mae: 9.157142857142857
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 10.741206030150753, val_mae: 15.67142857142857
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 8.120603015075377, val_mae: 33.22857142857143
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 14.108040201005025, val_mae: 46.2
Model: 73, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 10.087939698492463, val_mae: 44.57142857142857
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 10.167085427135678, val_mae: 20.635714285714286
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 9.672110552763819, val_mae: 7.642857142857143
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 9.653266331658292, val_mae: 13.035714285714286
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 6.300251256281407, val_mae: 32.17142857142857
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 12.386934673366834, val_mae: 52.55714285714286
Model: 74, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 11.207286432160805, val_mae: 54.107142857142854
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 9.74748743718593, val_mae: 23.62857142857143
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 9.116834170854272, val_mae: 8.4
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 8.731155778894472, val_mae: 13.65
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 7.204773869346734, val_mae: 33.68571428571428
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 12.152010050251256, val_mae: 61.97142857142857
Model: 75, iterations: 2000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 9.280150753768844, val_mae: 55.58571428571429
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 5.688442211055277, val_mae: 30.542857142857144
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 9.116834170854272, val_mae: 16.15
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.53391959798995, val_mae: 11.82857142857143
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 5.251256281407035, val_mae: 33.25
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 9.445979899497488, val_mae: 41.27857142857143
Model: 76, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.231155778894473, val_mae: 61.66428571428571
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 6.0879396984924625, val_mae: 20.62142857142857
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 7.827889447236181, val_mae: 9.892857142857142
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 6.780150753768845, val_mae: 13.7
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 5.660804020100502, val_mae: 30.67142857142857
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 8.709798994974875, val_mae: 42.128571428571426
Model: 77, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 5.6293969849246235, val_mae: 57.207142857142856
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 5.285175879396985, val_mae: 23.021428571428572
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 6.646984924623116, val_mae: 8.4
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 7.207286432160804, val_mae: 16.764285714285716
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 6.619346733668341, val_mae: 34.0
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 9.92964824120603, val_mae: 39.92142857142857
Model: 78, iterations: 2000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 5.608040201005025, val_mae: 43.457142857142856
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 5.364321608040201, val_mae: 20.2
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.1796482412060305, val_mae: 11.735714285714286
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 7.052763819095477, val_mae: 13.15
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 5.959798994974874, val_mae: 35.82142857142857
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 9.758793969849247, val_mae: 38.392857142857146
Model: 79, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 5.986180904522613, val_mae: 54.214285714285715
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.226130653266332, val_mae: 24.27857142857143
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 7.507537688442211, val_mae: 9.792857142857143
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.438442211055277, val_mae: 13.278571428571428
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.124371859296482, val_mae: 34.67142857142857
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 9.579145728643216, val_mae: 41.857142857142854
Model: 80, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.5125628140703515, val_mae: 58.121428571428574
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.703517587939698, val_mae: 22.47142857142857
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 7.469849246231155, val_mae: 13.585714285714285
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 6.366834170854271, val_mae: 12.6
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 6.453517587939698, val_mae: 36.05
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 9.864321608040202, val_mae: 42.43571428571428
Model: 81, iterations: 2000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.5, val_mae: 59.871428571428574
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 19.194723618090453, val_mae: 17.9
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 19.20854271356784, val_mae: 8.528571428571428
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 18.8856783919598, val_mae: 12.42142857142857
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 17.276381909547737, val_mae: 32.8
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 17.62939698492462, val_mae: 57.02142857142857
Model: 82, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 15.130653266331658, val_mae: 51.035714285714285
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 19.013819095477388, val_mae: 18.17142857142857
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 19.37437185929648, val_mae: 7.885714285714286
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 18.587939698492463, val_mae: 12.57857142857143
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 17.631909547738694, val_mae: 33.621428571428574
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 18.092964824120603, val_mae: 60.107142857142854
Model: 83, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 15.596733668341708, val_mae: 51.75
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 18.92462311557789, val_mae: 17.692857142857143
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 19.42713567839196, val_mae: 9.764285714285714
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 18.222361809045225, val_mae: 12.57857142857143
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 17.554020100502512, val_mae: 33.07857142857143
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 18.297738693467338, val_mae: 59.98571428571429
Model: 84, iterations: 2500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 15.956030150753769, val_mae: 55.3
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 15.920854271356784, val_mae: 18.292857142857144
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 16.33040201005025, val_mae: 8.05
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 17.19723618090452, val_mae: 12.07857142857143
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 16.231155778894472, val_mae: 33.75
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 15.49748743718593, val_mae: 45.32857142857143
Model: 85, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 9.389447236180905, val_mae: 58.55
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 16.116834170854272, val_mae: 18.321428571428573
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 16.520100502512562, val_mae: 8.814285714285715
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 17.193467336683415, val_mae: 11.992857142857142
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 16.055276381909547, val_mae: 33.628571428571426
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 15.267587939698492, val_mae: 40.76428571428571
Model: 86, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 9.555276381909549, val_mae: 57.864285714285714
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 17.139447236180903, val_mae: 18.607142857142858
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.079145728643216, val_mae: 8.321428571428571
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.886934673366834, val_mae: 12.057142857142857
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.037688442211056, val_mae: 33.25714285714286
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 15.982412060301508, val_mae: 39.75
Model: 87, iterations: 2500, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 12.914572864321608, val_mae: 59.91428571428571
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.376884422110553, val_mae: 19.164285714285715
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.277638190954773, val_mae: 8.014285714285714
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.445979899497488, val_mae: 11.7
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.198492462311558, val_mae: 33.93571428571428
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.228643216080402, val_mae: 37.56428571428572
Model: 88, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 8.371859296482413, val_mae: 59.67857142857143
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 14.811557788944723, val_mae: 19.135714285714286
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.447236180904522, val_mae: 8.407142857142857
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 16.064070351758794, val_mae: 12.221428571428572
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.541457286432161, val_mae: 33.7
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.234924623115578, val_mae: 39.01428571428571
Model: 89, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 8.756281407035177, val_mae: 56.65
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.739949748743719, val_mae: 18.87857142857143
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 16.031407035175878, val_mae: 8.75
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.654522613065327, val_mae: 12.15
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.422110552763819, val_mae: 33.864285714285714
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.305276381909549, val_mae: 38.635714285714286
Model: 90, iterations: 2500, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 9.75502512562814, val_mae: 60.285714285714285
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 9.798994974874372, val_mae: 20.3
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 13.664572864321608, val_mae: 7.9071428571428575
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 9.675879396984925, val_mae: 14.721428571428572
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 9.793969849246231, val_mae: 32.621428571428574
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 13.657035175879397, val_mae: 53.42142857142857
Model: 91, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 11.152010050251256, val_mae: 47.31428571428572
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 9.96356783919598, val_mae: 21.392857142857142
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 12.616834170854272, val_mae: 8.592857142857143
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 12.77638190954774, val_mae: 13.707142857142857
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 9.341708542713567, val_mae: 32.34285714285714
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 14.03391959798995, val_mae: 48.27142857142857
Model: 92, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 10.850502512562814, val_mae: 35.4
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 10.542713567839195, val_mae: 21.521428571428572
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 14.173366834170855, val_mae: 6.992857142857143
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 12.075376884422111, val_mae: 14.157142857142857
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 9.641959798994975, val_mae: 32.871428571428574
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 13.454773869346734, val_mae: 57.042857142857144
Model: 93, iterations: 2500, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 11.261306532663317, val_mae: 58.81428571428572
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 6.055276381909548, val_mae: 23.492857142857144
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.00502512562814, val_mae: 8.792857142857143
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 8.878140703517587, val_mae: 11.414285714285715
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 5.930904522613066, val_mae: 33.9
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.761306532663317, val_mae: 43.55714285714286
Model: 94, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 7.226130653266332, val_mae: 59.378571428571426
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 6.626884422110553, val_mae: 22.071428571428573
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 9.474874371859297, val_mae: 9.628571428571428
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 7.937185929648241, val_mae: 12.271428571428572
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 5.771356783919598, val_mae: 32.58571428571429
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 9.314070351758794, val_mae: 42.73571428571429
Model: 95, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 7.319095477386934, val_mae: 52.55
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 7.385678391959799, val_mae: 21.814285714285713
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 9.238693467336683, val_mae: 10.014285714285714
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 9.10678391959799, val_mae: 12.728571428571428
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 6.090452261306533, val_mae: 33.214285714285715
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 11.780150753768844, val_mae: 42.371428571428574
Model: 96, iterations: 2500, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 7.5540201005025125, val_mae: 52.73571428571429
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 5.8957286432160805, val_mae: 20.957142857142856
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 8.092964824120603, val_mae: 11.607142857142858
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 6.913316582914573, val_mae: 17.485714285714284
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 4.978643216080402, val_mae: 34.47857142857143
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 9.10175879396985, val_mae: 36.67857142857143
Model: 97, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 5.659547738693467, val_mae: 55.00714285714286
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 5.60929648241206, val_mae: 21.57857142857143
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 8.203517587939698, val_mae: 12.635714285714286
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 7.133165829145729, val_mae: 12.964285714285714
Model: 98, iterations: 2500, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 4.972361809045226, val_mae: 34.65714285714286
